0,4
0,7
0,18
0,29
0,47
0,70
1,25
1,52
1,61
1,62
2,0
2,2
2,5
2,12
2,54
2,71
2,74
3,7
3,12
3,26
3,54
3,59
3,68
3,72
3,76
4,2
4,13
4,21
4,26
4,37
4,43
4,69
5,30
5,41
5,44
5,56
5,57
5,64
5,66
5,67
6,0
6,3
6,5
6,13
6,17
6,26
6,27
6,29
6,38
6,67
6,69
6,72
7,4
7,30
7,32
7,37
7,43
7,45
7,55
7,72
7,76
8,1
8,18
8,31
8,51
8,54
8,57
8,63
8,65
8,68
8,76
9,4
9,9
9,10
9,26
9,35
9,52
9,56
9,66
9,67
10,4
10,19
10,26
10,31
10,38
10,44
10,48
10,49
10,59
10,63
10,75
11,9
11,11
11,18
11,38
11,42
11,50
11,56
11,57
11,67
11,69
11,70
11,74
12,9
12,20
12,24
12,27
12,29
12,38
12,43
12,47
12,50
12,61
12,69
12,73
12,74
13,16
13,37
13,42
13,46
13,48
13,52
13,66
14,7
14,25
14,26
14,48
14,50
14,55
15,1
15,4
15,8
15,9
15,11
15,17
15,18
15,19
15,21
15,24
15,28
15,34
15,45
15,46
15,50
15,54
15,58
16,6
16,7
16,10
16,14
16,19
16,21
16,31
16,41
16,44
16,62
16,66
16,69
17,2
17,9
17,11
17,13
17,18
17,30
17,34
17,42
17,43
17,49
17,50
17,53
17,55
17,63
17,67
17,70
17,77
18,4
18,14
18,18
18,23
18,24
18,26
18,34
18,40
18,41
18,45
18,60
18,66
18,69
19,2
19,5
19,6
19,27
19,29
19,56
19,59
19,61
20,1
20,6
20,11
20,14
20,18
20,22
20,25
20,32
20,41
20,46
20,58
20,61
21,5
21,12
21,13
21,18
21,20
21,30
21,41
21,48
21,67
22,7
22,24
22,57
22,61
22,71
22,72
23,4
23,22
23,28
23,40
23,50
23,56
23,64
23,65
